#OTU ID	ERR8056034	ERR8056035	ERR8056037	ERR8056042	ERR8056045	ERR8056051	ERR8056057	ERR8056066	ERR8056069	ERR8056078
Zotu2681	1	0	0	1	8	0	5	0	4	3
Zotu3125	1	3	0	11	0	9	0	0	0	0
Zotu3397	1	0	3	1	2	1	2	0	4	6
Zotu1358	3	48	3	2	2	9	0	0	0	0
Zotu3212	1	0	6	3	1	10	0	1	0	0
Zotu2347	3	5	1	16	6	8	0	0	1	0
Zotu670	1	1	0	5	42	1	30	3	3	18
Zotu3897	1	2	1	0	14	8	1	0	8	0
Zotu1486	5	10	37	0	0	6	0	0	0	0
Zotu337	1	143	0	4	1	15	0	0	0	0
Zotu2487	4	0	0	4	4	3	35	1	1	0
Zotu3025	2	31	0	0	1	10	0	0	0	0
Zotu2088	1	0	2	2	4	22	0	0	1	0
Zotu3077	1	6	0	3	5	8	0	0	0	0
Zotu174	10	205	5	45	1	48	0	0	0	0
Zotu3173	1	1	4	0	0	1	1	4	2	4
Zotu927	2	6	1	10	8	12	8	4	3	18
Zotu4585	4	5	0	0	0	0	0	0	0	0
Zotu2205	2	8	6	3	1	4	0	0	0	0
Zotu1048	3	16	9	7	3	9	0	0	0	0
Zotu2004	1	0	22	0	0	0	0	0	0	0
Zotu3794	1	0	7	0	0	3	0	0	1	0
Zotu983	3	39	1	13	3	9	0	0	0	0
Zotu2197	1	14	0	1	3	6	0	0	4	4
Zotu4588	1	2	3	1	0	1	0	0	0	0
Zotu2772	2	13	0	0	1	14	0	0	0	0
Zotu1318	1	16	1	20	7	15	0	0	0	0
Zotu2172	2	4	3	2	29	1	0	0	0	0
Zotu3933	1	28	2	3	2	9	0	0	0	0
Zotu1024	2	32	0	3	7	3	2	1	8	0
Zotu866	4	71	2	1	0	5	0	0	0	0
Zotu3846	1	0	0	10	1	0	0	0	0	0
Zotu2181	1	15	0	4	1	9	0	0	0	0
Zotu4198	1	4	0	3	9	0	0	0	0	0
Zotu4162	2	0	1	0	0	18	0	1	1	0
Zotu467	3	2	0	1	3	70	2	6	22	0
Zotu3550	5	3	5	0	0	0	0	0	0	0
Zotu3446	2	4	6	0	0	14	0	0	0	0
Zotu663	1	71	0	5	2	3	0	0	0	0
Zotu1009	1	13	5	30	0	4	1	0	0	0
Zotu1088	2	47	0	0	0	0	0	0	0	0
Zotu691	3	17	2	2	27	37	6	0	4	5
Zotu404	1	17	15	26	51	25	9	0	3	0
Zotu2782	1	19	1	2	0	1	0	0	0	0
Zotu2161	2	10	12	4	6	7	0	0	0	0
Zotu538	1	77	0	4	0	18	0	0	0	0
Zotu771	1	1	0	0	1	32	16	0	35	3
Zotu2275	1	15	0	3	0	7	0	0	0	0
Zotu1879	2	31	10	0	0	0	0	0	0	0
Zotu1936	2	17	0	7	0	19	0	0	1	0
Zotu4029	1	0	0	0	1	4	7	0	0	0
Zotu1972	2	6	0	4	2	11	0	0	0	0
Zotu3052	1	0	0	1	1	21	2	0	1	6
Zotu1220	4	18	27	3	0	4	0	0	0	0
Zotu2951	2	0	0	0	0	3	0	17	0	1
Zotu3008	1	3	0	3	0	14	1	0	1	6
Zotu1717	1	12	0	5	0	17	1	0	0	0
Zotu3699	1	3	3	1	1	17	0	0	0	0
Zotu1662	2	16	1	6	2	4	0	0	0	0
Zotu1840	4	0	1	0	7	17	1	0	2	0
Zotu323	2	25	16	26	14	55	0	11	8	6
Zotu3143	1	1	0	6	0	7	0	2	21	11
Zotu1241	1	2	47	0	0	2	0	0	0	0
Zotu2320	1	31	1	0	0	2	0	0	0	0
Zotu765	1	0	0	12	4	0	9	0	38	1
Zotu1874	2	28	0	1	4	1	0	0	0	0
Zotu30	1	24	2	183	277	262	335	427	176	571
Zotu2436	3	7	23	0	0	0	0	0	0	0
Zotu3440	1	5	0	0	0	6	0	0	0	0
Zotu4516	2	0	0	0	3	7	0	0	3	0
Zotu1296	1	57	0	1	0	1	0	0	0	0
Zotu3414	1	4	0	1	0	9	0	0	0	0
Zotu3420	2	1	0	0	0	2	1	0	12	1
Zotu862	1	19	0	25	1	10	0	0	0	0
Zotu3729	1	17	1	0	2	16	0	0	0	0
Zotu221	1	72	0	14	15	132	0	0	0	0
Zotu2985	1	0	0	0	3	1	5	0	2	4
Zotu1377	1	0	2	0	8	24	6	0	13	0
Zotu210	1	235	0	4	0	1	0	0	0	0
Zotu1877	1	23	5	6	0	0	0	0	0	0
Zotu2996	1	0	0	0	0	21	8	0	5	3
Zotu4305	1	2	3	1	2	4	1	0	0	0
Zotu3362	3	12	0	0	0	6	5	0	1	0
Zotu2873	1	13	0	2	0	3	0	0	0	0
Zotu4141	2	16	0	5	1	3	0	0	0	0
Zotu2336	4	5	7	3	0	1	0	0	0	0
Zotu335	1	0	0	15	7	21	22	21	37	33
Zotu2288	2	0	0	0	8	3	1	3	4	0
Zotu4116	1	0	0	1	3	5	8	0	0	0
Zotu599	3	4	9	62	2	13	2	0	1	0
Zotu3656	1	1	0	0	2	18	0	0	0	3
Zotu2558	1	1	0	1	0	2	2	16	0	0
Zotu611	1	0	1	1	67	12	3	0	0	0
Zotu95	1	5	78	26	468	14	34	9	10	5
Zotu1579	1	0	1	0	10	10	2	5	16	5
Zotu1146	2	0	4	0	0	0	0	0	43	1
Zotu3693	2	12	0	2	0	5	0	0	0	0
Zotu1459	6	1	3	3	10	34	7	1	10	6
Zotu2199	1	0	0	0	0	1	18	0	2	0
Zotu1711	1	5	0	4	0	24	1	0	2	7
Zotu2405	1	0	0	17	7	1	0	0	2	0
Zotu3246	1	0	0	1	2	20	0	0	0	0
Zotu2792	1	2	5	3	3	10	8	0	2	5
Zotu4604	2	0	1	0	0	0	0	8	0	6
Zotu3966	5	6	2	1	0	1	0	0	0	0
Zotu4168	1	0	0	1	0	0	3	13	3	2
Zotu3202	1	7	0	0	0	12	0	0	0	0
Zotu2062	1	3	0	30	0	0	0	0	0	0
Zotu524	1	41	8	3	4	46	1	0	2	0
Zotu1819	1	24	0	4	0	8	0	0	0	3
Zotu4092	1	8	8	1	1	2	0	0	0	0
Zotu630	2	2	5	1	59	21	0	0	0	0
Zotu2353	2	9	9	10	0	0	0	0	0	0
Zotu841	1	31	1	1	11	22	2	0	4	11
Zotu1761	2	9	1	4	1	15	0	0	0	0
Zotu1190	2	1	0	2	8	4	18	7	6	11
Zotu1998	1	11	2	1	0	16	2	0	0	0
Zotu3326	2	7	1	0	0	2	0	0	0	0
Zotu2367	1	31	0	1	0	5	0	0	0	0
Zotu2477	4	38	5	7	5	10	0	0	0	0
Zotu886	2	0	3	0	3	67	8	0	4	0
Zotu3102	1	1	16	6	3	1	0	0	0	0
Zotu4573	1	0	0	1	1	8	0	0	5	0
Zotu1004	2	41	6	2	5	15	0	0	4	0
Zotu453	1	4	7	1	106	2	0	0	0	0
Zotu1841	2	41	0	0	0	0	0	0	0	0
Zotu2305	1	0	0	0	0	27	0	0	0	0
Zotu3429	1	0	0	11	1	0	0	0	0	0
Zotu1260	2	0	0	4	11	36	0	0	0	0
Zotu4455	1	7	7	1	0	1	0	0	0	0
Zotu104	2	4	3	12	37	36	40	236	50	105
Zotu1005	1	7	1	0	6	40	0	1	11	7
Zotu873	1	31	1	9	9	25	8	0	4	0
Zotu1500	1	17	0	0	0	30	0	0	0	0
Zotu2195	1	0	0	0	9	5	4	0	11	0
Zotu2961	3	23	0	1	0	2	0	0	0	0
Zotu1502	1	5	15	0	1	6	9	0	0	0
Zotu4096	1	18	8	10	1	2	0	0	0	0
Zotu2708	1	39	0	7	15	44	0	0	0	0
Zotu528	1	0	0	1	1	14	0	67	1	9
Zotu378	2	131	0	8	0	0	0	0	0	0
Zotu3964	1	0	0	0	3	14	0	0	7	0
Zotu1889	1	12	11	2	0	0	1	0	0	0
Zotu1820	1	12	14	0	0	1	0	0	0	0
Zotu3744	1	12	3	1	2	2	0	0	0	6
Zotu2377	1	0	34	3	5	0	3	0	0	0
Zotu42	1	0	0	18	15	5	186	171	340	677
Zotu3018	1	6	9	2	6	9	16	0	3	0
Zotu448	2	54	7	38	4	16	0	0	0	0
Zotu3133	2	14	2	4	0	0	0	0	0	0
Zotu1023	1	37	14	4	1	3	0	0	0	0
Zotu2887	1	15	2	2	2	10	0	0	0	0
Zotu3940	2	1	2	0	0	7	0	0	0	0
Zotu2839	1	3	3	0	0	8	14	1	2	0
Zotu1081	2	17	24	1	3	2	0	1	0	0
Zotu968	1	57	0	0	2	26	0	0	0	0
Zotu1071	1	49	0	2	5	20	0	0	0	3
Zotu2752	3	13	10	0	0	4	0	0	0	0
Zotu39	5	135	1009	21	99	4	34	64	92	17
Zotu2105	1	18	0	2	1	25	0	0	0	0
Zotu58	1	116	17	840	2	40	10	0	3	14
Zotu144	1	0	0	13	10	30	24	154	15	173
Zotu552	1	0	0	4	1	0	12	23	0	52
Zotu459	1	69	0	9	0	40	0	0	0	0
Zotu2304	2	20	4	2	0	0	0	0	0	0
Zotu836	1	3	0	3	1	1	2	29	2	18
Zotu1956	1	11	0	5	4	29	0	0	0	0
Zotu674	1	26	45	4	1	4	0	0	3	0
Zotu4214	2	14	0	1	0	13	0	0	0	0
Zotu1152	1	40	6	3	1	0	0	0	1	0
Zotu1764	2	3	0	2	9	14	0	0	15	0
Zotu961	2	7	7	3	0	51	0	0	1	0
Zotu1033	2	13	5	4	9	7	0	0	6	2
Zotu1704	1	0	2	1	3	4	10	19	14	3
Zotu4020	1	0	0	2	3	3	3	2	8	8
Zotu2089	1	3	0	1	8	4	15	0	2	3
Zotu1175	1	54	0	1	0	1	0	0	0	0
Zotu3452	1	2	2	0	4	9	0	0	0	0
Zotu3070	1	20	0	2	3	7	0	0	1	0
Zotu396	1	169	3	1	1	6	2	0	0	0
Zotu1224	1	29	0	3	2	31	0	0	0	0
Zotu3808	1	0	9	0	0	3	0	0	0	0
Zotu4009	2	2	17	0	1	4	0	0	0	0
Zotu3118	1	0	3	3	11	11	8	0	8	1
Zotu811	1	2	0	15	7	39	0	0	0	0
Zotu237	1	16	0	1	0	219	0	0	0	0
Zotu2290	1	3	1	26	0	0	0	0	0	0
Zotu4136	1	8	0	3	1	5	3	1	4	0
Zotu1021	1	0	0	3	2	0	21	3	0	43
Zotu4514	1	0	0	1	0	0	3	0	9	1
Zotu2518	2	9	1	3	10	27	2	5	11	0
Zotu957	1	8	2	5	0	21	3	3	2	5
Zotu2786	1	16	0	12	2	6	0	0	0	0
Zotu442	2	94	1	9	2	31	0	0	0	0
Zotu2913	1	1	0	2	2	13	3	6	4	3
Zotu603	1	91	0	7	0	3	0	0	0	0
Zotu1656	1	10	0	9	8	25	1	3	3	0
Zotu318	1	165	1	0	0	3	0	0	0	0
Zotu1570	1	7	1	2	1	29	1	0	4	9
Zotu3006	1	14	0	1	0	0	0	0	0	0
Zotu1505	1	44	0	1	0	0	0	0	0	0
Zotu1806	1	2	6	1	19	1	2	0	1	0
Zotu2675	1	2	5	9	1	2	1	0	1	7
Zotu955	1	88	0	1	0	12	0	0	0	0
Zotu2511	1	16	0	8	0	0	0	0	0	0
Zotu2140	1	24	5	3	1	13	0	0	0	0
Zotu202	1	1	0	1	0	1	6	224	38	20
Zotu2599	1	0	0	0	0	0	0	0	1	15
Zotu4343	1	2	0	0	2	5	0	0	0	0
Zotu115	1	25	32	167	11	54	109	3	30	3
Zotu870	1	21	0	6	9	29	0	0	0	0
Zotu3990	1	4	0	1	3	22	0	0	1	0
Zotu177	1	2	0	15	89	0	120	20	29	0
Zotu3425	1	1	4	0	0	11	0	0	0	0
Zotu1167	2	1	0	0	8	24	2	16	10	6
Zotu332	1	83	1	85	0	8	0	0	0	0
Zotu1101	0	56	0	0	0	0	0	0	0	0
Zotu1531	0	30	0	5	0	1	0	0	0	0
Zotu194	0	208	0	4	0	30	0	0	0	0
Zotu59	0	443	353	68	2	6	3	2	4	1
Zotu565	0	85	0	0	0	0	0	0	0	0
Zotu34	0	1471	9	32	0	12	7	0	0	0
Zotu96	0	531	0	0	0	9	0	0	0	0
Zotu2778	0	25	0	0	1	1	0	0	0	0
Zotu2753	0	28	0	0	0	0	0	0	0	0
Zotu252	0	173	30	0	0	0	0	0	0	0
Zotu2059	0	46	0	0	0	0	0	0	0	0
Zotu493	0	94	0	0	0	2	0	0	0	0
Zotu278	0	166	0	1	1	8	0	0	3	4
Zotu125	0	132	1	34	9	37	21	51	9	93
Zotu2213	0	8	1	7	0	8	0	0	0	0
Zotu1319	0	53	0	0	0	4	0	0	0	0
Zotu61	0	823	0	1	0	0	3	1	0	0
Zotu1390	0	33	0	0	0	14	0	0	0	0
Zotu388	0	135	0	10	0	0	0	0	0	0
Zotu1788	0	28	0	0	0	0	0	0	0	0
Zotu3957	0	19	2	1	0	0	0	0	0	0
Zotu879	0	3	2	1	64	3	0	1	0	0
Zotu1462	0	28	0	1	2	12	0	0	0	0
Zotu1677	0	17	0	2	0	10	0	0	0	0
Zotu648	0	33	0	19	11	40	3	0	0	0
Zotu4220	0	15	0	1	0	0	0	0	0	0
Zotu1520	0	36	17	0	0	2	0	0	0	0
Zotu3279	0	17	0	4	13	19	0	0	0	0
Zotu3161	0	24	0	0	0	1	0	0	0	0
Zotu64	0	141	374	86	6	1	145	0	34	2
Zotu1456	0	34	0	5	0	16	0	0	0	0
Zotu151	0	313	0	2	3	2	12	2	3	6
Zotu1430	0	16	1	12	22	11	0	0	0	0
Zotu2128	0	4	1	3	4	20	0	0	4	2
Zotu792	0	12	16	6	28	8	5	1	13	6
Zotu429	0	116	0	14	0	0	0	0	0	0
Zotu865	0	62	0	0	0	0	7	2	0	3
Zotu2818	0	27	0	5	0	7	0	0	0	0
Zotu241	0	206	2	2	0	30	0	0	0	0
Zotu271	0	186	0	0	0	7	9	0	2	0
Zotu342	0	77	0	1	0	70	0	0	0	0
Zotu2744	0	35	0	2	7	1	0	0	0	0
Zotu1635	0	24	8	0	1	9	0	0	6	5
Zotu1465	0	37	0	0	0	7	6	4	3	1
Zotu3178	0	13	0	0	0	5	2	0	0	0
Zotu2167	0	8	21	0	0	0	0	0	0	0
Zotu825	0	39	0	4	3	36	1	0	0	0
Zotu353	0	139	0	1	0	1	0	7	0	7
Zotu1516	0	42	0	3	2	5	0	0	0	0
Zotu227	0	212	0	0	0	1	0	0	0	0
Zotu273	0	201	0	0	0	0	0	0	0	0
Zotu4238	0	16	1	0	0	3	0	0	0	0
Zotu1413	0	57	1	3	0	7	0	0	0	0
Zotu556	0	102	0	1	0	0	0	0	0	0
Zotu2094	0	37	0	0	0	0	0	0	0	0
Zotu2154	0	27	0	0	0	1	0	0	0	0
Zotu68	0	653	1	3	0	14	0	0	0	0
Zotu166	0	235	3	33	4	11	0	0	2	0
Zotu3546	0	9	6	5	1	14	6	0	0	0
Zotu3111	0	22	0	0	0	0	0	0	0	0
Zotu2173	0	13	4	6	16	13	31	4	19	13
Zotu4239	0	11	0	2	0	4	0	0	0	0
Zotu386	0	31	6	7	53	44	1	0	9	1
Zotu2923	0	13	0	4	0	0	0	0	0	0
Zotu564	0	102	0	0	0	2	0	0	0	0
Zotu141	0	378	0	0	0	0	0	0	0	0
Zotu610	0	87	0	0	0	5	0	0	0	0
Zotu355	0	139	0	2	0	0	0	0	0	0
Zotu116	0	379	0	0	0	2	0	0	0	0
Zotu1952	0	30	0	3	0	6	0	0	0	0
Zotu3443	0	19	0	0	0	0	0	0	0	0
Zotu620	0	35	32	5	0	0	0	1	0	0
Zotu735	0	35	0	0	17	21	0	0	0	0
Zotu579	0	83	0	8	0	0	0	0	0	0
Zotu1844	0	34	0	0	0	0	0	0	0	0
Zotu155	0	79	1	14	57	122	0	0	1	27
Zotu381	0	149	0	0	0	0	0	0	0	0
Zotu345	0	134	0	0	1	4	3	24	0	0
Zotu1364	0	42	4	4	4	0	0	0	0	0
Zotu495	0	194	0	0	0	0	0	0	0	0
Zotu255	0	64	0	1	0	186	0	0	0	0
Zotu350	0	71	0	2	0	5	10	38	0	6
Zotu800	0	52	0	3	1	3	12	0	2	2
Zotu722	0	21	11	2	0	1	0	0	11	34
Zotu1139	0	57	0	4	0	7	0	0	0	0
Zotu3432	0	15	0	0	0	0	0	0	0	0
Zotu261	0	15	4	27	15	52	20	17	58	11
Zotu1142	0	41	8	3	5	15	6	0	0	3
Zotu2920	0	2	0	0	0	26	0	0	0	0
Zotu333	0	39	0	38	5	31	9	0	19	9
Zotu503	0	127	0	4	0	1	0	0	0	0
Zotu3918	0	1	0	0	2	7	0	7	3	20
Zotu913	0	66	0	0	0	0	0	0	0	0
Zotu2787	0	9	0	3	0	18	0	0	0	0
Zotu1440	0	15	1	2	2	28	0	0	3	0
Zotu4584	0	7	0	2	0	9	0	0	0	0
Zotu455	0	109	0	0	0	0	0	0	0	0
Zotu102	0	456	0	1	0	2	0	44	0	1
Zotu708	0	36	0	35	0	1	0	0	0	0
Zotu1460	0	51	0	0	0	0	0	0	0	0
Zotu3140	0	2	10	0	0	0	0	0	2	0
Zotu2454	0	24	12	14	7	0	0	0	9	0
Zotu264	0	184	0	0	0	4	0	0	0	0
Zotu946	0	46	0	8	1	2	1	0	0	0
Zotu2481	0	17	0	0	0	0	0	0	0	0
Zotu1164	0	16	0	13	7	3	0	0	0	4
Zotu1123	0	38	9	0	0	3	0	0	0	0
Zotu1166	0	43	0	2	0	2	0	0	0	0
Zotu1285	0	25	12	9	3	2	0	0	0	0
Zotu3148	0	4	0	2	0	9	0	0	0	0
Zotu2356	0	28	0	7	3	1	0	0	0	0
Zotu276	0	184	0	0	0	2	0	0	0	0
Zotu975	0	1	0	0	0	38	13	1	2	3
Zotu3660	0	13	0	0	0	0	0	0	0	0
Zotu4581	0	8	0	1	1	0	0	1	0	0
Zotu1066	0	54	0	0	0	5	0	0	0	0
Zotu1703	0	9	0	8	5	21	4	3	5	11
Zotu49	0	25	1114	65	7	1	73	0	38	1
Zotu421	0	58	0	5	4	51	0	0	0	0
Zotu2849	0	17	0	0	0	0	0	0	0	0
Zotu1181	0	59	0	4	0	14	0	0	0	0
Zotu286	0	149	5	0	3	13	9	0	7	0
Zotu145	0	337	0	0	0	2	0	0	0	0
Zotu3757	0	9	3	2	0	2	0	0	0	0
Zotu2075	0	12	1	4	8	26	0	0	0	0
Zotu309	0	30	0	1	0	9	116	0	0	0
Zotu294	0	125	1	0	0	18	3	24	0	0
Zotu172	0	303	0	9	0	0	0	0	0	0
Zotu3704	0	13	1	0	0	0	0	0	0	0
Zotu1131	0	13	0	3	2	32	0	0	0	0
Zotu2813	0	17	0	0	0	0	0	0	0	0
Zotu2480	0	19	0	5	0	4	0	0	0	0
Zotu420	0	58	0	0	7	11	20	29	3	12
Zotu1289	0	11	1	0	0	12	20	0	0	2
Zotu984	0	55	0	1	7	3	0	0	1	0
Zotu3231	0	38	3	5	4	4	0	0	0	0
Zotu356	0	3	0	1	0	129	17	0	0	0
Zotu203	0	239	0	0	0	0	0	0	0	0
Zotu3513	0	9	0	3	10	5	0	0	1	2
Zotu4556	0	21	0	0	0	2	0	0	0	0
Zotu293	0	172	7	0	0	2	1	0	0	0
Zotu251	0	178	1	9	5	6	1	0	3	0
Zotu331	0	97	16	33	1	7	0	0	0	0
Zotu1170	0	2	0	0	3	20	11	3	0	13
Zotu1383	0	31	0	2	0	7	0	0	0	0
Zotu4256	0	23	0	9	2	2	0	0	0	0
Zotu1037	0	43	0	2	2	27	0	0	0	0
Zotu2267	0	12	6	0	0	20	3	4	2	1
Zotu2958	0	13	0	1	0	4	0	0	0	0
Zotu2270	0	7	0	1	0	12	0	0	0	0
Zotu608	0	154	0	0	1	0	0	0	1	0
Zotu4547	0	13	0	0	0	0	0	0	0	0
Zotu110	0	76	138	31	64	6	13	0	118	0
Zotu3059	0	14	0	4	0	0	0	0	0	0
Zotu2684	0	50	0	10	7	22	0	0	0	0
Zotu1472	0	33	0	2	0	4	0	0	0	0
Zotu217	0	89	0	21	0	26	5	12	0	83
Zotu849	0	66	0	0	0	0	0	0	0	0
Zotu1342	0	20	1	2	3	24	0	0	4	3
Zotu1112	0	44	0	0	0	0	0	1	2	0
Zotu1665	0	20	7	2	2	16	1	0	0	0
Zotu2100	0	39	0	4	3	15	0	0	0	3
Zotu1801	0	23	0	3	5	10	0	0	3	5
Zotu695	0	48	1	10	5	17	0	0	1	4
Zotu4137	0	39	0	1	0	3	0	0	0	0
Zotu2823	0	18	0	0	0	1	1	0	1	0
Zotu57	0	185	112	707	7	1	19	0	19	0
Zotu4530	0	13	0	2	4	18	0	0	0	0
Zotu3505	0	21	0	0	0	4	0	0	1	0
Zotu1421	0	26	0	1	4	11	0	0	0	0
Zotu2017	0	9	0	0	15	3	9	0	10	0
Zotu3321	0	13	3	0	0	0	0	0	0	0
Zotu3317	0	13	0	0	1	0	0	0	0	0
Zotu1271	0	22	1	26	6	13	1	0	1	4
Zotu1851	0	1	0	2	0	0	22	0	2	0
Zotu2966	0	4	0	4	0	12	0	0	0	0
Zotu3711	0	33	0	2	4	11	0	0	0	0
Zotu810	0	31	0	19	4	21	0	0	0	0
Zotu1985	0	21	0	0	3	7	0	0	5	0
Zotu4558	0	16	0	1	0	9	0	0	0	1
Zotu425	0	71	2	1	1	51	3	0	0	0
Zotu1976	0	29	0	0	0	3	0	0	0	4
Zotu928	0	6	0	0	0	3	0	48	0	0
Zotu872	0	34	0	0	0	16	7	1	1	3
Zotu3956	0	11	0	0	0	0	0	0	0	0
Zotu509	0	80	0	4	6	11	0	0	0	0
Zotu1963	0	28	0	0	0	0	0	4	0	0
Zotu1688	0	31	0	0	0	0	0	0	0	0
Zotu3568	0	6	0	0	3	1	2	0	0	12
Zotu315	0	171	0	1	0	0	0	0	0	0
Zotu412	0	63	0	0	1	78	0	0	0	0
Zotu942	0	55	0	0	0	0	0	0	0	0
Zotu2673	0	8	0	0	3	7	0	0	0	0
Zotu2456	0	18	0	2	0	0	0	0	0	0
Zotu895	0	57	0	0	0	1	0	0	0	0
Zotu1854	0	42	0	0	0	0	0	0	0	0
Zotu587	0	72	0	14	5	9	0	0	0	0
Zotu4270	0	11	0	1	0	4	0	0	0	0
Zotu671	0	1	0	4	7	59	5	0	1	0
Zotu788	0	12	3	0	53	0	0	0	0	0
Zotu190	0	3	0	36	2	4	196	0	5	0
Zotu1918	0	32	0	0	0	2	0	0	0	0
Zotu2927	0	23	0	0	1	0	0	0	0	0
Zotu3657	0	12	1	0	0	2	0	0	0	0
Zotu152	0	2	0	23	45	67	89	19	24	59
Zotu1988	0	9	0	7	0	16	0	0	0	0
Zotu4133	0	12	0	1	0	0	0	0	0	0
Zotu1038	0	61	0	0	0	0	0	0	0	0
Zotu1949	0	21	0	4	0	0	0	0	0	0
Zotu2174	0	13	0	0	0	11	0	0	0	0
Zotu3941	0	10	4	0	0	2	1	0	0	0
Zotu3937	0	7	0	0	0	6	0	0	0	0
Zotu4308	0	4	0	0	1	0	3	11	4	28
Zotu850	0	85	5	3	0	3	0	0	0	0
Zotu2401	0	16	0	3	0	1	6	0	0	8
Zotu839	0	13	7	1	6	28	4	0	7	5
Zotu757	0	7	0	15	8	57	0	0	0	0
Zotu516	0	58	0	38	2	21	0	0	0	0
Zotu2220	0	5	0	0	2	17	2	0	0	0
Zotu4565	0	5	0	2	5	12	0	0	7	4
Zotu1670	0	4	1	16	1	3	8	0	0	0
Zotu1543	0	2	0	0	7	2	36	0	0	0
Zotu2485	0	34	0	2	0	3	0	0	0	0
Zotu1161	0	23	0	1	25	14	0	0	0	0
Zotu3785	0	18	0	2	0	1	0	0	0	0
Zotu1406	0	26	0	9	7	23	0	0	0	0
Zotu2217	0	41	0	4	2	5	3	0	0	0
Zotu2302	0	38	2	2	1	13	0	0	0	0
Zotu3132	0	3	1	2	0	5	4	0	8	0
Zotu3227	0	12	0	0	0	0	0	0	0	0
Zotu1780	0	32	0	0	0	0	0	0	0	0
Zotu2596	0	9	0	1	0	15	0	0	0	0
Zotu3314	0	16	0	0	1	4	0	0	0	0
Zotu3754	0	16	0	2	1	14	0	0	0	0
Zotu1305	0	12	18	19	2	6	0	0	0	0
Zotu4253	0	4	0	1	0	10	0	0	0	0
Zotu2989	0	22	2	3	5	10	0	0	1	1
Zotu283	0	29	5	29	71	65	0	0	8	2
Zotu1295	0	21	1	0	3	25	0	0	0	0
Zotu1789	0	42	0	1	2	12	3	0	0	0
Zotu3229	0	14	1	0	3	12	0	0	0	0
Zotu285	0	79	98	21	3	8	0	0	0	1
Zotu1908	0	29	0	5	0	1	0	0	0	0
Zotu3650	0	31	0	2	0	4	0	0	0	0
Zotu1442	0	17	0	1	0	2	4	5	2	6
Zotu2936	0	19	0	0	0	0	0	0	0	0
Zotu993	0	39	1	4	3	3	0	0	0	0
Zotu1973	0	6	17	1	0	6	7	0	6	2
Zotu1778	0	2	0	12	1	23	10	1	2	1
Zotu1839	0	22	0	1	9	4	0	0	0	0
Zotu2627	0	48	0	0	0	15	0	0	0	0
Zotu2619	0	21	0	1	0	1	0	0	0	0
Zotu4526	0	18	0	1	0	4	0	0	0	0
Zotu1790	0	31	0	2	0	9	0	0	0	0
Zotu77	0	41	428	210	2	0	0	0	0	1
Zotu1087	0	56	0	2	0	7	1	0	1	4
Zotu2019	0	38	0	9	6	33	3	0	3	2
Zotu2479	0	18	1	3	0	15	0	0	0	0
Zotu239	0	26	38	69	15	35	9	2	22	1
Zotu793	0	29	0	1	9	18	3	0	6	0
Zotu948	0	38	0	19	0	5	0	0	0	0
Zotu2397	0	23	0	0	0	10	0	11	0	0
Zotu308	0	17	17	1	3	114	7	0	6	0
Zotu4527	0	23	0	0	0	0	0	0	0	0
Zotu2157	0	24	0	0	0	1	0	0	0	0
Zotu857	0	45	0	2	0	15	0	0	0	0
Zotu748	0	30	6	1	0	50	0	0	0	0
Zotu3359	0	2	6	2	4	14	0	10	0	2
Zotu636	0	79	8	5	0	1	0	0	0	0
Zotu1902	0	17	1	0	0	12	0	0	0	0
Zotu1510	0	6	0	7	1	2	2	0	30	0
Zotu2109	0	3	0	6	6	9	3	3	0	10
Zotu3682	0	12	0	2	6	16	0	0	0	0
Zotu936	0	60	0	11	0	0	0	0	0	0
Zotu707	0	10	0	47	0	13	0	0	0	0
Zotu1479	0	36	0	3	0	0	0	0	0	0
Zotu2932	0	9	1	0	12	1	0	0	1	0
Zotu4051	0	27	0	0	6	0	0	0	0	0
Zotu4542	0	11	0	0	3	2	0	0	0	0
Zotu1478	0	27	2	2	2	6	0	0	2	0
Zotu1858	0	15	0	0	1	11	0	0	0	0
Zotu2186	0	1	1	3	19	4	2	0	0	0
Zotu1517	0	1	0	0	0	1	0	48	0	10
Zotu1528	0	37	0	1	0	0	0	0	0	0
Zotu2183	0	26	0	0	0	0	0	0	0	0
Zotu3725	0	1	1	0	1	21	1	9	4	4
Zotu2214	0	18	0	2	5	2	0	0	1	0
Zotu3746	0	10	0	0	0	4	0	0	0	0
Zotu1026	0	56	0	0	0	0	0	0	0	0
Zotu1960	0	10	2	5	5	19	0	0	0	0
Zotu531	0	91	0	0	0	0	0	0	0	0
Zotu3862	0	22	0	2	0	0	0	0	0	0
Zotu1154	0	22	2	0	3	20	0	0	0	0
Zotu1302	0	51	0	11	10	18	0	0	2	0
Zotu170	0	113	20	6	158	5	6	0	1	0
Zotu3462	0	53	0	1	0	1	0	0	0	0
Zotu2297	0	22	0	3	0	0	0	0	0	0
Zotu3715	0	8	0	4	11	2	0	0	0	1
Zotu2699	0	16	1	10	0	7	0	0	0	0
Zotu4163	0	26	0	0	0	1	0	0	0	0
Zotu19	0	31	1898	391	0	10	5	0	0	0
Zotu988	0	21	1	12	5	3	0	1	1	11
Zotu2460	0	15	5	8	0	0	0	0	0	0
Zotu4591	0	4	0	3	4	0	0	0	0	0
Zotu2107	0	33	1	3	2	1	0	0	0	0
